Date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD,SHY,BIL
1999-05-11,84.3223,45.792,,,,,,,
1999-05-12,84.9826,46.7399,,,,,,,
1999-05-13,85.3517,45.871,,,,,,,
1999-05-14,83.1377,45.002,,,,,,,
1999-05-17,83.3902,45.8117,,,,,,,
1999-05-18,83.2348,45.6076,,,,,,,
1999-05-19,83.8369,46.2396,,,,,,,
1999-05-20,83.3319,44.9691,,,,,,,
1999-05-21,82.8659,44.5543,,,,,,,
1999-05-24,81.487,43.422,,,,,,,
1999-05-25,80.1664,42.0001,,,,,,,
1999-05-26,81.0597,43.1719,,,,,,,
1999-05-27,79.8946,43.1324,,,,,,,
1999-05-28,80.9142,43.8434,,,,,,,
1999-06-01,80.6325,42.8691,,,,,,,
1999-06-02,80.7102,43.5932,,,,,,,
1999-06-03,81.1569,42.9744,,,,,,,
1999-06-04,82.7881,44.291,,,,,,,
1999-06-07,83.0018,45.2126,,,,,,,
1999-06-08,82.1861,44.0803,,,,,,,
1999-06-09,82.1085,44.8177,,,,,,,
1999-06-10,81.3511,44.3042,,,,,,,
1999-06-11,80.6714,43.6327,,,,,,,
1999-06-14,80.749,42.8098,,,,,,,
1999-06-15,81.2928,43.4484,,,,,,,
1999-06-16,82.8464,45.68,,,,,,,
1999-06-17,83.6232,46.1869,,,,,,,
1999-06-18,83.7199,46.3976,,,,,,,
1999-06-21,83.9146,47.7866,,,,,,,
1999-06-22,83.3303,46.3449,,,,,,,
1999-06-23,82.9212,47.0757,,,,,,,
1999-06-24,82.2979,46.1409,,,,,,,
1999-06-25,82.0934,46.0816,,,,,,,
1999-06-28,83.0965,47.1744,,,,,,,
1999-06-29,83.8756,47.8195,,,,,,,
1999-06-30,85.395,48.5569,,,,,,,
1999-07-01,86.0378,48.886,,,,,,,
1999-07-02,86.8949,49.5048,,,,,,,
1999-07-06,86.8754,49.1888,,,,,,,
1999-07-07,86.9922,49.2678,,,,,,,
1999-07-08,87.0604,49.9261,,,,,,,
1999-07-09,87.5766,50.4264,,,,,,,
1999-07-12,87.187,50.1631,,,,,,,
1999-07-13,86.8754,49.9261,,,,,,,
1999-07-14,87.3623,50.7753,,,,,,,
1999-07-15,87.9175,51.2428,,,,,,,
1999-07-16,88.3947,51.7167,,,,,,,
1999-07-19,87.8104,51.1901,,,,,,,
1999-07-20,86.0086,49.2152,,,,,,,
1999-07-21,85.9112,49.4521,,,,,,,
1999-07-22,84.7814,48.1948,,,,,,,
1999-07-23,84.6159,48.2672,,,,,,,
1999-07-26,83.9925,47.0822,,,,,,,
1999-07-27,84.6937,48.0302,,,,,,,
1999-07-28,84.9665,48.9716,,,,,,,
1999-07-29,83.7783,47.9249,,,,,,,
1999-07-30,82.7459,47.6879,,,,,,,
1999-08-02,82.9407,47.5562,,,,,,,
1999-08-03,82.5511,47.2468,,,,,,,
1999-08-04,81.4213,46.391,,,,,,,
1999-08-05,82.1615,47.1283,,,,,,,
1999-08-06,81.2655,46.6214,,,,,,,
1999-08-09,81.0902,46.0224,,,,,,,
1999-08-10,80.1942,45.6076,,,,,,,
1999-08-11,81.1681,47.1086,,,,,,,
1999-08-12,81.1194,46.5556,,,,,,,
1999-08-13,82.9991,48.5832,,,,,,,
1999-08-16,83.3692,48.9716,,,,,,,
1999-08-17,83.9146,49.2152,,,,,,,
1999-08-18,83.3108,48.6622,,,,,,,
1999-08-19,82.629,48.0829,,,,,,,
1999-08-20,83.4666,48.8465,,,,,,,
1999-08-23,85.0639,50.4001,,,,,,,
1999-08-24,85.3755,50.7424,,,,,,,
1999-08-25,86.2521,51.8221,,,,,,,
1999-08-26,85.2197,50.9597,,,,,,,
1999-08-27,84.1873,50.4528,,,,,,,
1999-08-30,82.629,49.7418,,,,,,,
1999-08-31,82.3174,50.2948,,,,,,,
1999-09-01,83.3303,50.6569,,,,,,,
1999-09-02,82.3466,50.4791,,,,,,,
1999-09-03,84.7522,52.7963,,,,,,,
1999-09-07,84.4406,52.5594,,,,,,,
1999-09-08,84.0315,51.8484,,,,,,,
1999-09-09,83.9925,52.5857,,,,,,,
1999-09-10,84.6937,53.1913,,,,,,,
1999-09-13,84.1192,52.5528,,,,,,,
1999-09-14,83.564,52.8424,,,,,,,
1999-09-15,82.2395,51.8221,,,,,,,
1999-09-16,82.5608,51.7957,,,,,,,
1999-09-17,83.604,53.3493,,,,,,,
1999-09-20,83.4868,53.4744,,,,,,,
1999-09-21,81.7288,52.1907,,,,,,,
1999-09-22,81.6409,52.7437,,,,,,,
1999-09-23,79.9317,50.5581,,,,,,,
1999-09-24,79.8536,50.6239,,,,,,,
1999-09-27,80.381,50.9794,,,,,,,
1999-09-28,80.2247,51.2164,,,,,,,
1999-09-29,79.2676,50.1894,,,,,,,
1999-09-30,80.4787,50.7161,,,,,,,
1999-10-01,80.3028,50.7359,,,,,,,
1999-10-04,81.7288,51.8747,,,,,,,
1999-10-05,81.6506,52.2434,,,,,,,
1999-10-06,82.9008,53.2901,,,,,,,
1999-10-07,82.432,53.165,,,,,,,
1999-10-08,83.6822,53.7246,,,,,,,
1999-10-11,83.5454,54.4816,,,,,,,
1999-10-12,82.2562,53.244,,,,,,,
1999-10-13,80.127,51.6641,,,,,,,
1999-10-14,80.1075,51.9866,,,,,,,
1999-10-15,78.0565,50.4528,,,,,,,
1999-10-18,78.6229,49.8142,,,,,,,
1999-10-19,79.3848,50.0841,,,,,,,
1999-10-20,80.1661,51.6114,,,,,,,
1999-10-21,80.6349,52.454,,,,,,,
1999-10-22,81.3186,52.217,,,,,,,
1999-10-25,80.9084,52.2434,,,,,,,
1999-10-26,79.8926,51.8221,,,,,,,
1999-10-27,81.3381,51.743,,,,,,,
1999-10-28,84.1119,53.5337,,,,,,,
1999-10-29,85.6355,55.4033,,,,,,,
1999-11-01,84.737,55.1136,,,,,,,
1999-11-02,84.1315,55.1465,,,,,,,
1999-11-03,84.6979,56.2459,,,,,,,
1999-11-04,85.3425,56.8779,,,,,,,
1999-11-05,86.1825,57.4572,,,,,,,
1999-11-08,86.2606,58.6158,,,,,,,
1999-11-09,85.45,58.2208,,,,,,,
1999-11-10,86.0848,58.9845,,,,,,,
1999-11-11,86.5731,60.0378,,,,,,,
1999-11-12,87.3545,60.8277,,,,,,,
1999-11-15,87.5596,60.7092,,,,,,,
1999-11-16,88.2921,62.2497,,,,,,,
1999-11-17,88.5265,61.407,,,,,,,
1999-11-18,89.1516,63.2898,,,,,,,
1999-11-19,89.0735,63.856,,,,,,,
1999-11-22,89.0539,62.8816,,,,,,,
1999-11-23,88.2726,63.1713,,,,,,,
1999-11-24,88.7413,65.2515,,,,,,,
1999-11-26,88.4093,65.4622,,,,,,,
1999-11-29,88.0967,64.3826,,,,,,,
1999-11-30,87.0615,61.9337,,,,,,,
1999-12-01,87.7647,63.2766,,,,,,,
1999-12-02,88.2921,65.2845,,,,,,,
1999-12-03,89.9134,66.6735,,,,,,,
1999-12-06,89.2493,67.2792,,,,,,,
1999-12-07,88.5265,67.2792,,,,,,,
1999-12-08,87.9601,66.4628,,,,,,,
1999-12-09,88.3898,66.7788,,,,,,,
1999-12-10,88.6828,67.3318,,,,,,,
1999-12-13,88.839,68.2469,,,,,,,
1999-12-14,87.9795,67.0158,,,,,,,
1999-12-15,88.4484,68.3061,,,,,,,
1999-12-16,88.839,69.9914,,,,,,,
1999-12-17,89.4096,70.597,,,,,,,
1999-12-20,88.7634,71.5186,,,,,,,
1999-12-21,90.1145,75.3632,,,,,,,
1999-12-22,90.3495,75.1262,,,,,,,
1999-12-23,91.7887,76.0215,,,,,,,
1999-12-27,91.6614,75.5738,,,,,,,
1999-12-28,91.6027,75.0999,,,,,,,
1999-12-29,91.9943,77.9438,,,,,,,
1999-12-30,91.8866,77.1011,,,,,,,
1999-12-31,92.0335,76.9958,,,,,,,
2000-01-03,91.1327,79.8397,,,,,,,
2000-01-04,87.5689,74.3625,,,,,,,
2000-01-05,87.7256,72.4666,,,,,,,
2000-01-06,86.3157,67.4898,,,,,,,
2000-01-07,91.3285,75.8371,,,,,,,
2000-01-10,91.6419,77.9438,,,,,,,
2000-01-11,90.5453,74.1519,,,,,,,
2000-01-12,89.6446,72.5193,,,,,,,
2000-01-13,90.8586,76.8904,,,,,,,
2000-01-14,92.0922,78.681,,,,,,,
2000-01-18,91.3677,79.1024,,,,,,,
2000-01-19,92.1118,80.893,,,,,,,
2000-01-20,90.7019,80.103,,,,,,,
2000-01-21,90.5062,81.1037,,,,,,,
2000-01-24,87.9409,77.2065,,,,,,,
2000-01-25,88.9396,78.365,,,,,,,
2000-01-26,88.2347,75.2052,,,,,,,
2000-01-27,87.8822,76.3111,,,,,,,
2000-01-28,85.1408,72.4666,,,,,,,
2000-01-31,87.4514,75.5738,,,,,,,
2000-02-01,88.313,77.6014,,,,,,,
2000-02-02,88.3913,78.2597,,,,,,,
2000-02-03,89.7229,81.3143,,,,,,,
2000-02-04,89.3508,81.8673,,,,,,,
2000-02-07,89.2138,82.9995,,,,,,,
2000-02-08,90.4278,86.4754,,,,,,,
2000-02-09,88.5284,83.4209,,,,,,,
2000-02-10,88.7046,86.1594,,,,,,,
2000-02-11,86.9031,84.1582,,,,,,,
2000-02-14,87.4122,84.0529,,,,,,,
2000-02-15,88.4011,84.6585,,,,,,,
2000-02-16,87.0989,84.2635,,,,,,,
2000-02-17,86.6485,86.0541,,,,,,,
2000-02-18,84.7883,82.9469,,,,,,,
2000-02-22,84.5729,83.2102,,,,,,,
2000-02-23,85.5716,87.8447,,,,,,,
2000-02-24,83.8484,89.7407,,,,,,,
2000-02-25,83.5449,87.6867,,,,,,,
2000-02-28,85.2974,87.634,,,,,,,
2000-02-29,86.1198,89.9513,,,,,,,
2000-03-01,86.7465,90.6886,,,,,,,
2000-03-02,86.8052,88.5886,,,,,,,
2000-03-03,88.4305,93.5852,,,,,,,
2000-03-06,87.5689,94.3225,,,,,,,
2000-03-07,85.8751,92.9005,,,,,,,
2000-03-08,85.7674,93.7431,,,,,,,
2000-03-09,88.2738,96.9031,,,,,,,
2000-03-10,87.8039,96.4817,,,,,,,
2000-03-13,86.8444,93.9538,,,,,,,
2000-03-14,85.6108,90.478,,,,,,,
2000-03-15,87.6081,86.6861,,,,,,,
2000-03-16,91.7006,91.6366,,,,,,,
2000-03-17,92.3067,93.3745,,,,,,,
2000-03-20,91.8355,90.7413,,,,,,,
2000-03-21,93.7201,94.1645,,,,,,,
2000-03-22,94.2894,96.0604,,,,,,,
2000-03-23,95.8992,97.7457,,,,,,,
2000-03-24,96.4685,99.0623,,,,,,,
2000-03-27,95.4477,99.2203,,,,,,,
2000-03-28,94.898,96.6924,,,,,,,
2000-03-29,94.9962,92.6899,,,,,,,
2000-03-30,93.406,90.3726,,,,,,,
2000-03-31,94.4661,92.2685,,,,,,,
2000-04-03,95.0158,86.7388,,,,,,,
2000-04-04,94.3091,85.8961,,,,,,,
2000-04-05,93.7201,84.3689,,,,,,,
2000-04-06,94.5349,86.3701,,,,,,,
2000-04-07,95.1336,89.846,,,,,,,
2000-04-10,94.7606,84.3689,,,,,,,
2000-04-11,94.4857,82.3676,,,,,,,
2000-04-12,91.8944,77.5224,,,,,,,
2000-04-13,90.6184,74.1519,,,,,,,
2000-04-14,85.4357,67.7268,,,,,,,
2000-04-17,88.4196,75.5211,,,,,,,
2000-04-18,90.7558,77.5224,,,,,,,
2000-04-19,89.9117,75.1525,,,,,,,
2000-04-20,90.3435,73.5199,,,,,,,
2000-04-24,89.362,71.4133,,,,,,,
2000-04-25,93.0723,76.2322,,,,,,,
2000-04-26,92.022,73.6253,,,,,,,
2000-04-27,91.7177,76.8904,,,,,,,
2000-04-28,91.1484,79.8397,,,,,,,
2000-05-01,92.3852,80.577,,,,,,,
2000-05-02,90.5398,75.9425,,,,,,,
2000-05-03,88.4196,75.0999,,,,,,,
2000-05-04,89.0871,75.2579,,,,,,,
2000-05-05,90.1669,77.0485,,,,,,,
2000-05-08,89.4896,74.0465,,,,,,,
2000-05-09,88.773,72.4666,,,,,,,
2000-05-10,86.7706,67.2001,,,,,,,
2000-05-11,88.7534,71.308,,,,,,,
2000-05-12,89.7153,71.308,,,,,,,
2000-05-15,91.2662,74.4152,,,,,,,
2000-05-16,92.1496,76.5218,,,,,,,
2000-05-17,91.1877,74.9418,,,,,,,
2000-05-18,90.0687,72.256,,,,,,,
2000-05-19,88.6552,68.8327,,,,,,,
2000-05-22,87.9877,68.7801,,,,,,,
2000-05-23,86.6921,63.0396,,,,,,,
2000-05-24,88.1055,66.9895,,,,,,,
2000-05-25,86.5939,65.5149,,,,,,,
2000-05-26,86.6921,65.5149,32.5906,,,,,,
2000-05-30,89.519,72.098,33.7936,,,,,,
2000-05-31,89.7153,70.0441,33.9161,,,,,,
2000-06-01,91.2858,73.6253,34.6846,,,,,,
2000-06-02,92.876,78.8917,36.489,,,,,,
2000-06-05,92.4245,79.0892,36.3554,,,,,,
2000-06-06,92.0122,76.8904,36.7118,,,,,,
2000-06-07,92.6502,78.9444,36.7564,,,,,,
2000-06-08,92.2871,78.5757,36.6672,,,,,,
2000-06-09,92.0907,78.997,37.3133,,,,,,
2000-06-12,91.011,76.4691,36.205,,,,,,
2000-06-13,92.7189,79.4183,36.6672,,,,,,
2000-06-14,92.876,77.6278,36.489,,,,,,
2000-06-15,93.0723,78.997,36.5336,,,,,,
2000-06-16,92.3076,79.4183,36.3331,,,,,,
2000-06-19,93.4882,82.5782,37.2464,,,,,,
2000-06-20,93.1536,82.2623,37.4915,,,,,,
2000-06-21,93.1143,83.3156,37.6912,,,,,,
2000-06-22,91.6975,80.261,36.5544,,,,,,
2000-06-23,90.9105,77.1011,36.3093,,,,,,
2000-06-26,92.0813,79.2077,36.7551,,,,,,
2000-06-27,91.4024,78.2597,36.1755,,,,,,
2000-06-28,91.6582,79.2077,37.0894,,,,,,
2000-06-29,90.7924,77.2196,36.5099,,,,,,
2000-06-30,91.4811,78.7337,36.8609,,,,,,
2000-07-03,92.7405,80.261,37.3792,,,,,,
2000-07-05,91.0679,77.1538,36.9557,,,,,,
2000-07-06,91.7763,79.2077,37.3903,,,,,,
2000-07-07,93.2521,80.8403,37.6243,,,,,,
2000-07-10,93.0946,79.6159,37.8695,,,,,,
2000-07-11,93.2914,80.0503,37.8249,,,,,,
2000-07-12,93.9014,81.9463,38.5827,,,,,,
2000-07-13,94.3147,82.9995,38.7054,,,,,,
2000-07-14,95.2395,84.7902,38.7388,,,,,,
2000-07-17,95.0821,85.7381,38.8725,,,,,,
2000-07-18,94.3048,83.8422,38.2038,,,,,,
2000-07-19,93.5473,81.9463,37.5352,,,,,,
2000-07-20,94.846,84.5795,38.1593,,,,,,
2000-07-21,92.9962,81.7356,37.1117,,,,,,
2000-07-24,92.465,80.0503,36.5712,,,,,,
2000-07-25,92.7601,80.6823,36.6436,,,,,,
2000-07-26,91.855,80.577,36.5767,,,,,,
2000-07-27,91.5401,77.4171,35.5737,,,,,,
2000-07-28,89.474,73.2039,34.9496,,,,,,
2000-07-31,90.0447,75.3632,35.8412,,,,,,
2000-08-01,90.5956,74.3625,35.6071,,,,,,
2000-08-02,91.0482,73.0459,35.6629,,,,,,
2000-08-03,91.6778,76.2058,35.6406,,,,,,
2000-08-04,92.1698,75.9425,35.8189,,,,,,
2000-08-07,93.2718,77.7331,36.482,,,,,,
2000-08-08,93.6259,79.313,36.3093,,,,,,
2000-08-09,92.8388,77.2065,36.0474,,,,,,
2000-08-10,92.3863,75.6792,35.8412,,,,,,
2000-08-11,92.8192,76.7324,36.4653,,,,,,
2000-08-14,93.9998,78.365,36.8442,,,,,,
2000-08-15,93.9211,78.365,36.3093,,,,,,
2000-08-16,93.5866,79.155,36.4876,,,,,,
2000-08-17,94.5705,80.6823,36.8219,,,,,,
2000-08-18,94.2556,80.261,36.7662,,,,,,
2000-08-21,94.7673,80.4716,36.8999,,,,,,
2000-08-22,94.6098,80.4716,36.8442,,,,,,
2000-08-23,94.9837,81.7883,36.7885,,,,,,
2000-08-24,95.2788,83.0522,37.3346,,,,,,
2000-08-25,95.2395,82.6046,37.4906,,,,,,
2000-08-28,95.5642,82.9995,37.5575,,,,,,
2000-08-29,95.5839,83.4209,37.9141,,,,,,
2000-08-30,94.6689,83.3156,37.9587,,,,,,
2000-08-31,95.9282,85.6328,38.3376,,,,,,
2000-09-01,96.0266,86.4754,38.6497,,,,,,
2000-09-05,95.2592,83.8422,38.3822,,,,,,
2000-09-06,94.1769,80.893,38.215,,,,,,
2000-09-07,94.9837,82.6836,38.7834,,,,,,
2000-09-08,94.3343,80.1557,38.1147,,,,,,
2000-09-11,94.1966,78.2071,38.1593,,,,,,
2000-09-12,93.5079,76.9958,38.0367,,,,,,
2000-09-13,93.7538,78.7864,38.2261,,,,,,
2000-09-14,94.2261,78.365,38.449,,,,,,
2000-09-15,92.1647,76.9431,37.7358,,,,,,
2000-09-18,91.3164,75.7318,36.8442,,,,,,
2000-09-19,92.1449,78.5231,37.446,,,,,,
2000-09-20,91.4643,79.7344,37.1485,,,,,,
2000-09-21,90.0736,73.9412,36.4551,,,,,,
2000-09-22,91.7109,78.3124,36.9248,,,,,,
2000-09-25,91.06,76.2322,36.9696,,,,,,
2000-09-26,89.896,75.3632,36.444,,,,,,
2000-09-27,90.3695,75.4685,36.2762,,,,,,
2000-09-28,91.5334,77.1538,37.2603,,,,,,
2000-09-29,90.6654,74.7839,37.0814,,,,,,
2000-10-02,90.8035,73.0986,36.4775,,,,,,
2000-10-03,89.9552,70.7813,35.9464,,,,,,
2000-10-04,90.7048,72.1506,36.198,,,,,,
2000-10-05,91.0205,72.3613,35.8289,,,,,,
2000-10-06,89.0478,69.9387,34.9567,,,,,,
2000-10-09,88.3771,69.6227,34.8784,,,,,,
2000-10-10,86.9172,65.9889,34.0397,,,,,,
2000-10-11,86.1874,64.9355,33.9279,,,,,,
2000-10-12,84.0371,63.303,32.8991,,,,,,
2000-10-13,86.8383,68.4641,34.1739,,,,,,
2000-10-16,87.2329,69.0961,34.4423,,,,,,
2000-10-17,85.0629,65.9362,33.5757,,,,,,
2000-10-18,84.7473,65.7255,33.3017,,,,,,
2000-10-19,87.9431,71.6767,34.3305,,,,,,
2000-10-20,88.3179,72.7299,34.7666,,,,,,
2000-10-23,88.7124,72.6246,35.1133,,,,,,
2000-10-24,88.1206,69.5174,34.5989,,,,,,
2000-10-25,86.0493,65.6202,33.8272,,,,,,
2000-10-26,86.286,67.3055,34.3528,,,,,,
2000-10-27,87.9233,67.1738,34.3752,,,,,,
2000-10-30,88.7124,64.6854,34.5317,,,,,,
2000-10-31,90.2413,68.8459,35.4264,,,,,,
2000-11-01,89.9354,68.2534,35.4487,,,,,,
2000-11-02,90.0835,69.0961,36.2986,,,,,,
2000-11-03,90.1328,69.9914,36.2539,,,,,,
2000-11-06,90.764,69.4647,35.9743,,,,,,
2000-11-07,90.7443,69.2014,36.2762,,,,,,
2000-11-08,88.7321,63.7901,35.6276,,,,,,
2000-11-09,88.3968,63.777,35.2474,,,,,,
2000-11-10,86.2465,60.4591,34.3528,,,,,,
2000-11-13,85.5758,60.5512,34.0062,,,,,,
2000-11-14,87.8247,63.9086,34.8225,,,,,,
2000-11-15,88.1009,65.1989,35.2698,,,,,,
2000-11-16,86.72,61.407,34.2466,,,,,,
2000-11-17,86.2564,61.3676,34.4646,,,,,,
2000-11-20,85.0235,58.8659,33.5701,,,,,,
2000-11-21,85.4574,58.7738,33.3744,,,,,,
2000-11-22,83.4157,56.1406,32.6755,,,,,,
2000-11-24,85.1221,59.3531,33.5924,,,,,,
2000-11-27,85.8717,58.6158,33.6875,,,,,,
2000-11-28,84.3922,55.1531,32.6755,,,,,,
2000-11-29,84.2344,53.0334,32.586,,,,,,
2000-11-30,83.5045,53.0729,31.8927,,,,,,
2000-12-01,83.465,53.9287,32.6083,,,,,,
2000-12-04,84.1752,54.7713,32.2505,,,,,,
2000-12-05,86.937,59.5638,33.8161,,,,,,
2000-12-06,85.5462,57.2992,33.0333,,,,,,
2000-12-07,84.3725,56.0352,32.9438,,,,,,
2000-12-08,84.5697,57.2992,33.3911,,,,,,
2000-12-11,87.5091,62.671,34.912,,,,,,
2000-12-12,87.1343,60.3801,34.1515,,,,,,
2000-12-13,85.9408,57.918,33.5156,,,,,,
2000-12-14,84.8459,55.0873,32.982,,,,,,
2000-12-15,82.9295,53.8233,32.8023,,,,,,
2000-12-18,84.0376,53.9287,33.2965,,,,,,
2000-12-19,82.326,49.8208,32.7124,,,,,,
2000-12-20,79.9416,46.9637,31.6789,,,,,,
2000-12-21,80.4957,47.2402,31.926,,,,,,
2000-12-22,82.9097,50.9794,33.2516,,,,,,
2000-12-26,83.8002,51.2954,33.4426,,,,,,
2000-12-27,84.4136,51.8747,34.33,,,,,,
2000-12-28,84.6708,51.7694,35.4309,,,,,,
2000-12-29,83.068,49.1888,34.4199,,,,,,
2001-01-02,81.5642,45.0283,33.2179,,,,,,
2001-01-03,85.4821,52.612,34.594,,,,,,
2001-01-04,84.562,51.6641,34.1503,,,,,,
2001-01-05,81.8016,47.7142,33.0943,,,,,,
2001-01-08,82.4348,48.2409,33.2067,,,,,,
2001-01-09,82.2172,48.2409,33.1561,,,,,,
2001-01-10,83.6617,50.7161,34.2177,,,,,,
2001-01-11,83.7408,52.1907,34.6839,,,,,,
2001-01-12,83.5825,52.8622,34.7794,,,,,,
2001-01-16,84.1167,52.2302,35.4759,,,,,,
2001-01-17,84.5026,53.8233,35.4534,,,,,,
2001-01-18,85.3436,56.0879,35.5882,,,,,,
2001-01-19,84.8588,55.8772,34.9591,,,,,,
2001-01-22,85.4228,55.9299,35.2063,,,,,,
2001-01-23,86.0956,57.1017,36.0825,,,,,,
2001-01-24,86.3528,56.5619,35.9477,,,,,,
2001-01-25,86.1351,54.35,35.8129,,,,,,
2001-01-26,86.0362,55.2321,35.8129,,,,,,
2001-01-29,86.4952,56.4566,36.5408,,,,,,
2001-01-30,87.2551,56.2459,36.7781,,,,,,
2001-01-31,86.7612,54.1814,36.2712,,,,,,
2001-02-01,87.3374,54.8977,36.5372,,,,,,
2001-02-02,85.3555,51.8642,35.7212,,,,,,
2001-02-05,85.9823,51.8221,35.7931,,,,,,
2001-02-06,85.7291,51.9063,36.3611,,,,,,
2001-02-07,85.2858,51.0637,36.4509,,,,,,
2001-02-08,84.2917,49.5385,35.9045,,,,,,
2001-02-09,83.4812,47.5246,35.4444,,,,,,
2001-02-12,84.4374,48.0976,36.2352,,,,,,
2001-02-13,83.7471,46.5556,35.8937,,,,,,
2001-02-14,83.6205,48.4094,36.2712,,,,,,
2001-02-15,84.431,49.2099,36.4509,,,,,,
2001-02-16,82.5694,46.4545,35.6637,,,,,,
2001-02-20,81.2967,44.6512,35.2503,,,,,,
2001-02-21,79.5427,43.3957,34.6356,,,,,,
2001-02-22,79.663,42.9744,34.1503,,,,,,
2001-02-23,79.1248,43.126,34.2222,,,,,,
2001-02-26,80.8091,43.9434,34.9771,,,,,,
2001-02-27,80.0619,41.2891,34.348,,,,,,
2001-02-28,78.4853,39.983,33.8447,,,,,,
2001-03-01,78.8968,41.1206,34.0784,,,,,,
2001-03-02,78.27,39.3511,34.1683,,,,,,
2001-03-05,78.9855,40.0673,34.0425,,,,,,
2001-03-06,79.834,41.6262,34.5457,,,,,,
2001-03-07,80.4039,41.643,34.7255,,,,,,
2001-03-08,80.4925,40.8678,34.4379,,,,,,
2001-03-09,78.1117,38.0028,33.827,,,,,,
2001-03-12,74.7684,35.6435,32.8688,,,,,,
2001-03-13,75.9968,37.4551,33.211,,,,,,
2001-03-14,74.4961,36.8653,32.4185,,,,,,
2001-03-15,74.5151,35.5171,32.2925,,,,,,
2001-03-16,73.0205,34.7166,31.6982,,,,,,
2001-03-19,74.5062,36.4524,32.5266,,,,,,
2001-03-20,72.5062,34.0003,31.7702,,,,,,
